,UNIPROT_ID,cell_line,half-life t1/2 in h,kdeg,HGNC_ID,Study
0,A0AVT1,HeLA,49.07168042650652,0.014125197558662277,HGNC:25581,Cambridge 2011
1,A0FGR8,HeLA,36.054136816711384,0.01922517751801136,HGNC:22211,Cambridge 2011
2,A0MZ66,HeLA,35.98043376399073,0.019264558762869834,HGNC:29319,Cambridge 2011
3,A0PJW6,HeLA,36.796605692416435,0.018837258695923655,HGNC:28464,Cambridge 2011
4,A1L0T0,HeLA,37.15825577203428,0.018653921346911434,HGNC:6041,Cambridge 2011
5,A1X283,HeLA,33.66720609670386,0.020588200237613628,HGNC:29242,Cambridge 2011
6,A2RRP1,HeLA,41.434430261233466,0.016728773056364717,HGNC:15625,Cambridge 2011
7,A3KMH1,HeLA,32.79038907400762,0.021138729979553406,HGNC:29071,Cambridge 2011
8,A3KN83,HeLA,81.44846425991331,0.008510254758739426,HGNC:22973,Cambridge 2011
9,A4D1E1,HeLA,22.81975938719431,0.030374868060568442,HGNC:21958,Cambridge 2011
10,A4D1E9,HeLA,23.560960950760155,0.029419308576103812,HGNC:25106,Cambridge 2011
11,A4D1P6,HeLA,38.63513644362937,0.0179408498161067,HGNC:24997,Cambridge 2011
12,A5YKK6,HeLA,29.75861872089984,0.023292316994307925,HGNC:7877,Cambridge 2011
13,A6NCE7,HeLA,9.311823642402778,0.0744373183147065,HGNC:34390,Cambridge 2011
14,A6NDG6,HeLA,43.46406385461123,0.01594759254170402,HGNC:8909,Cambridge 2011
15,A6NDU8,HeLA,31.49746712040184,0.02200644191199023,HGNC:27750,Cambridge 2011
16,A6NED2,HeLA,16.537459924619615,0.04191376328162976,HGNC:30457,Cambridge 2011
17,A6NHG4,HeLA,57.80851815913054,0.011990398692661636,HGNC:33446,Cambridge 2011
18,A6NHQ2,HeLA,28.023370879547617,0.02473461110511252,HGNC:35458,Cambridge 2011
19,A6NIH7,HeLA,19.984805997458274,0.03468370824555924,HGNC:16488,Cambridge 2011
20,A6NJ78,HeLA,28.770585172716544,0.02409221697782026,HGNC:26606,Cambridge 2011
21,A6NNY8,HeLA,12.14261328770388,0.05708385535606699,HGNC:13486,Cambridge 2011
22,A8K0Z3,HeLA,43.058164401572114,0.016097926843686758,HGNC:24361,Cambridge 2011
23,A8MXV4,HeLA,57.17626367013785,0.012122988388308482,HGNC:32036,Cambridge 2011
24,O00139,HeLA,26.198172807362344,0.02645784443276722,HGNC:6318,Cambridge 2011
25,O00148,HeLA,44.52813617092141,0.015566498851407061,HGNC:17821,Cambridge 2011
26,O00151,HeLA,46.16771446387477,0.015013677601526448,HGNC:2067,Cambridge 2011
27,O00154,HeLA,50.98018830622606,0.013596402908446952,HGNC:24157,Cambridge 2011
28,O00159,HeLA,46.25279271975235,0.014986061160885002,HGNC:7597,Cambridge 2011
29,O00161,HeLA,25.69418393588719,0.026976812429205948,HGNC:11131,Cambridge 2011
30,O00170,HeLA,25.372465220199448,0.027318874005515203,HGNC:358,Cambridge 2011
31,O00178,HeLA,30.868430793761867,0.0224548887888406,HGNC:4669,Cambridge 2011
32,O00186,HeLA,31.99973759343924,0.02166102701736086,HGNC:11446,Cambridge 2011
33,O00193,HeLA,30.781860660790983,0.0225180403549437,HGNC:16990,Cambridge 2011
34,O00203,HeLA,27.63042336546539,0.025086375673356257,HGNC:566,Cambridge 2011
35,O00213,HeLA,15.33964584640112,0.04518664821212718,HGNC:581,Cambridge 2011
36,O00217,HeLA,22.267791016487006,0.031127792606223992,HGNC:7715,Cambridge 2011
37,O00231,HeLA,40.937444114258184,0.01693186263962502,HGNC:9556,Cambridge 2011
38,O00232,HeLA,45.56068533953702,0.015213712774387099,HGNC:9557,Cambridge 2011
39,O00233,HeLA,36.54751393719531,0.018965645153075986,HGNC:9567,Cambridge 2011
40,O00244,HeLA,51.93628374011719,0.013346106626118437,HGNC:798,Cambridge 2011
41,O00264,HeLA,49.488308497530106,0.0140062815158562,HGNC:16090,Cambridge 2011
42,O00267,HeLA,28.92373365178194,0.023964650930093243,HGNC:11469,Cambridge 2011
43,O00273,HeLA,37.94740238280661,0.01826599811938642,HGNC:2772,Cambridge 2011
44,O00299,HeLA,50.489714770283776,0.013728482795230682,HGNC:2062,Cambridge 2011
45,O00303,HeLA,37.200751010994765,0.0186326125608347,HGNC:3275,Cambridge 2011
46,O00330,HeLA,34.70768542906529,0.019970999851793122,HGNC:21350,Cambridge 2011
47,O00400,HeLA,41.20797855254927,0.016820703293563152,HGNC:95,Cambridge 2011
48,O00401,HeLA,33.68800736188452,0.020575487683613777,HGNC:12735,Cambridge 2011
49,O00408,HeLA,14.719423267873605,0.04709064804684284,HGNC:8777,Cambridge 2011
50,O00410,HeLA,46.45577774119159,0.014920580695506102,HGNC:6402,Cambridge 2011
51,O00411,HeLA,21.861646160896633,0.03170608358851585,HGNC:9200,Cambridge 2011
52,O00425,HeLA,54.83785518065385,0.012639939659866192,HGNC:28868,Cambridge 2011
53,O00429,HeLA,41.46900236513591,0.016714826521669415,HGNC:2973,Cambridge 2011
54,O00442,HeLA,56.927768694395574,0.012175906353908866,HGNC:17981,Cambridge 2011
55,O00443,HeLA,16.35825637135533,0.04237292562388885,HGNC:8971,Cambridge 2011
56,O00458,HeLA,18.49648816817371,0.03747452890828328,HGNC:5456,Cambridge 2011
57,O00461,HeLA,22.630896939116226,0.030628356552756843,HGNC:15448,Cambridge 2011
58,O00469,HeLA,26.361295288198967,0.026294124510271813,HGNC:9082,Cambridge 2011
59,O00470,HeLA,17.325200430370675,0.040008032423386825,HGNC:7000,Cambridge 2011
60,O00471,HeLA,44.466713121794946,0.015588001268755923,HGNC:10696,Cambridge 2011
61,O00472,HeLA,11.678312077628796,0.05935337024326929,HGNC:17064,Cambridge 2011
62,O00483,HeLA,9.654288056656705,0.07179681986824653,HGNC:7687,Cambridge 2011
63,O00487,HeLA,49.15952693378375,0.01409995628097869,HGNC:16889,Cambridge 2011
64,O00499,HeLA,41.58706748637104,0.016667373355601575,HGNC:1052,Cambridge 2011
65,O00505,HeLA,32.668376093465405,0.021217680933292373,HGNC:6396,Cambridge 2011
66,O00507,HeLA,22.571328741575556,0.030709188125163128,HGNC:12633,Cambridge 2011
67,O00541,HeLA,36.61131656025678,0.018932593680949118,HGNC:8848,Cambridge 2011
68,O00560,HeLA,10.480499356088718,0.06613684682469416,HGNC:10662,Cambridge 2011
69,O00571,HeLA,21.324125156064902,0.03250530446088682,HGNC:2745,Cambridge 2011
70,O00592,HeLA,46.77574487196779,0.014818517213508684,HGNC:9171,Cambridge 2011
71,O00625,HeLA,41.35173888717946,0.01676222570593872,HGNC:30048,Cambridge 2011
72,O00629,HeLA,32.076831029380386,0.02160896691836751,HGNC:6397,Cambridge 2011
73,O00712,HeLA,27.226071410860584,0.025458949625888596,HGNC:7785,Cambridge 2011
74,O00743,HeLA,34.951928285641124,0.019831443200937857,HGNC:9323,Cambridge 2011
75,O00754,HeLA,98.74117099787216,0.007019839582162565,HGNC:6826,Cambridge 2011
76,O00762,HeLA,31.89041003137461,0.021735285933232252,HGNC:15937,Cambridge 2011
77,O00764,HeLA,89.76794589305881,0.007721544407239712,HGNC:8819,Cambridge 2011
78,O00767,HeLA,12.25201643894966,0.05657413079829065,HGNC:10571,Cambridge 2011
79,O14497,HeLA,47.20897196119174,0.014682530708987875,HGNC:11110,Cambridge 2011
80,O14530,HeLA,13.161467851674391,0.05266488421895615,HGNC:24110,Cambridge 2011
81,O14561,HeLA,50.1778363459922,0.013813811655418425,HGNC:7694,Cambridge 2011
82,O14562,HeLA,47.47920257253756,0.014598964241258519,HGNC:30565,Cambridge 2011
83,O14579,HeLA,41.639412037179895,0.01664642094228019,HGNC:2234,Cambridge 2011
84,O14602,HeLA,34.43241678757498,0.020130657247680307,HGNC:3252,Cambridge 2011
85,O14617,HeLA,45.20457407227181,0.01533356291449093,HGNC:568,Cambridge 2011
86,O14618,HeLA,36.45864733081241,0.0190118732126999,HGNC:1613,Cambridge 2011
87,O14646,HeLA,24.832705598753453,0.027912672576231073,HGNC:1915,Cambridge 2011
88,O14647,HeLA,24.832705598753453,0.027912672576231073,HGNC:1917,Cambridge 2011
89,O14653,HeLA,29.07899920628808,0.023836693128354233,HGNC:4431,Cambridge 2011
90,O14656,HeLA,43.0241167537593,0.016110666130046247,HGNC:3098,Cambridge 2011
91,O14657,HeLA,14.697181793239977,0.04716191105962647,HGNC:11995,Cambridge 2011
92,O14672,HeLA,12.270399690339255,0.05648937264086635,HGNC:188,Cambridge 2011
93,O14684,HeLA,130.82244779066122,0.005298381067361635,HGNC:9599,Cambridge 2011
94,O14727,HeLA,55.93707948628504,0.01239155113076461,HGNC:576,Cambridge 2011
95,O14732,HeLA,34.403871053186016,0.020147360147013325,HGNC:6051,Cambridge 2011
96,O14735,HeLA,50.06406190720427,0.013845204606943823,HGNC:1769,Cambridge 2011
97,O14737,HeLA,31.11824374019964,0.02227462405484386,HGNC:8764,Cambridge 2011
98,O14744,HeLA,49.15434931095105,0.014101441485372684,HGNC:10894,Cambridge 2011
99,O14745,HeLA,16.48034173684916,0.042059029577651626,HGNC:11075,Cambridge 2011
100,O14770,HeLA,31.347159529885182,0.022111961369231086,HGNC:7001,Cambridge 2011
101,O14773,HeLA,45.37536855301285,0.015275846845191553,HGNC:2073,Cambridge 2011
102,O14776,HeLA,48.64294780461814,0.01424969521469129,HGNC:15630,Cambridge 2011
103,O14777,HeLA,18.359509115141528,0.03775412382830488,HGNC:16909,Cambridge 2011
104,O14782,HeLA,60.8089473348513,0.011398769604463838,HGNC:6321,Cambridge 2011
105,O14787,HeLA,40.05189636625625,0.017306226257589197,HGNC:19998,Cambridge 2011
106,O14802,HeLA,30.181652098874764,0.02296584621309671,HGNC:30074,Cambridge 2011
107,O14818,HeLA,48.426849730909716,0.014313282495382428,HGNC:9536,Cambridge 2011
108,O14828,HeLA,32.4846245581521,0.021337700219348794,HGNC:10565,Cambridge 2011
109,O14841,HeLA,38.64388910892058,0.017936786295143847,HGNC:8149,Cambridge 2011
110,O14874,HeLA,25.854391726444256,0.026809649513083848,HGNC:16902,Cambridge 2011
111,O14879,HeLA,23.895872183740046,0.029006983935560112,HGNC:5411,Cambridge 2011
112,O14880,HeLA,64.7092772743527,0.010711712597579448,HGNC:7064,Cambridge 2011
113,O14893,HeLA,45.6779653685828,0.015174650949682851,HGNC:10884,Cambridge 2011
114,O14907,HeLA,25.568304034576137,0.02710962681070278,HGNC:30684,Cambridge 2011
115,O14908,HeLA,18.780003980411262,0.03690878773417417,HGNC:1226,Cambridge 2011
116,O14910,HeLA,21.134803273530956,0.0327964813104287,HGNC:17787,Cambridge 2011
117,O14920,HeLA,35.46288604645703,0.019545707014705736,HGNC:5960,Cambridge 2011
118,O14925,HeLA,24.116752620024144,0.028741314864440957,HGNC:17312,Cambridge 2011
119,O14929,HeLA,40.52317443579262,0.017104957600451807,HGNC:4821,Cambridge 2011
120,O14936,HeLA,41.76568649392906,0.01659609212123687,HGNC:1497,Cambridge 2011
121,O14939,HeLA,38.17520670915764,0.01815699875159209,HGNC:9068,Cambridge 2011
122,O14950,HeLA,47.743423959690396,0.014518170735830907,HGNC:29827,Cambridge 2011
123,O14964,HeLA,35.69890370910513,0.019416483660341526,HGNC:4897,Cambridge 2011
124,O14972,HeLA,55.092802280858045,0.012581447155770814,HGNC:3044,Cambridge 2011
125,O14974,HeLA,47.27500896685465,0.014662021133532162,HGNC:7618,Cambridge 2011
126,O14975,HeLA,52.250392676332126,0.013265875050043794,HGNC:10996,Cambridge 2011
127,O14976,HeLA,24.74209136023889,0.028014898598016202,HGNC:4113,Cambridge 2011
128,O14979,HeLA,46.47846147351059,0.014913298732037198,HGNC:5037,Cambridge 2011
129,O14980,HeLA,51.38407752802173,0.013489532437007267,HGNC:12825,Cambridge 2011
130,O14981,HeLA,28.63190665777141,0.024208907525612094,HGNC:17307,Cambridge 2011
131,O15013,HeLA,31.874092014039668,0.02174641336464213,HGNC:14103,Cambridge 2011
132,O15014,HeLA,24.43813220573159,0.02836334523132575,HGNC:29003,Cambridge 2011
133,O15020,HeLA,34.50072536282662,0.02009080021566121,HGNC:11276,Cambridge 2011
134,O15027,HeLA,25.0923816301525,0.027623809918745156,HGNC:29006,Cambridge 2011
135,O15031,HeLA,13.709366468860413,0.050560117576137924,HGNC:9104,Cambridge 2011
136,O15042,HeLA,29.99537498214147,0.023108468587994934,HGNC:30855,Cambridge 2011
137,O15056,HeLA,27.539078865451597,0.025169584790634164,HGNC:11504,Cambridge 2011
138,O15066,HeLA,60.8089473348513,0.011398769604463838,HGNC:6320,Cambridge 2011
139,O15067,HeLA,47.7821443675434,0.014506405891460449,HGNC:8863,Cambridge 2011
140,O15084,HeLA,33.04978092225228,0.020972822246251323,HGNC:29024,Cambridge 2011
141,O15091,HeLA,18.26443157031337,0.037950657149745215,HGNC:19958,Cambridge 2011
142,O15111,HeLA,34.99991576734654,0.019804252820706005,HGNC:1974,Cambridge 2011
143,O15116,HeLA,44.635081344296715,0.015529201688091306,HGNC:20472,Cambridge 2011
144,O15118,HeLA,24.0669027268905,0.02880084689025963,HGNC:7897,Cambridge 2011
145,O15121,HeLA,23.967167145611825,0.028920697066480566,HGNC:13709,Cambridge 2011
146,O15126,HeLA,31.114833670740953,0.022277065270374593,HGNC:10563,Cambridge 2011
147,O15127,HeLA,41.6954208017122,0.016624060082192083,HGNC:10564,Cambridge 2011
148,O15131,HeLA,26.466297683912074,0.026189805194448672,HGNC:6398,Cambridge 2011
149,O15143,HeLA,51.110215537091335,0.013561812903272135,HGNC:704,Cambridge 2011
150,O15144,HeLA,56.840654238714464,0.012194567248450831,HGNC:705,Cambridge 2011
151,O15145,HeLA,45.14515485569169,0.015353744665969542,HGNC:706,Cambridge 2011
152,O15160,HeLA,28.78035763607001,0.024084036387763085,HGNC:20194,Cambridge 2011
153,O15164,HeLA,19.255330774547343,0.03599767714591441,HGNC:11812,Cambridge 2011
154,O15173,HeLA,61.16638461050537,0.011332158749838825,HGNC:16089,Cambridge 2011
155,O15212,HeLA,34.13881597251405,0.02030378502634696,HGNC:4926,Cambridge 2011
156,O15226,HeLA,31.023118459811396,0.02234292408282153,HGNC:19374,Cambridge 2011
157,O15228,HeLA,42.52467819763511,0.016299880679602478,HGNC:4416,Cambridge 2011
158,O15230,HeLA,25.184498244090772,0.02752277110474431,HGNC:6485,Cambridge 2011
159,O15254,HeLA,102.42518520428169,0.00676735101017879,HGNC:121,Cambridge 2011
160,O15258,HeLA,73.62821519643305,0.009414151609008785,HGNC:30309,Cambridge 2011
161,O15260,HeLA,52.10761027193669,0.013302225470379127,HGNC:11476,Cambridge 2011
162,O15269,HeLA,25.06317107398798,0.027656004841276203,HGNC:11277,Cambridge 2011
163,O15270,HeLA,15.81388488750033,0.04383155597065369,HGNC:11278,Cambridge 2011
164,O15294,HeLA,17.591177230907338,0.039403115065096375,HGNC:8127,Cambridge 2011
165,O15305,HeLA,70.7083408256874,0.009802905463002097,HGNC:9115,Cambridge 2011
166,O15321,HeLA,26.78338104080148,0.02587974906917141,HGNC:11864,Cambridge 2011
167,O15327,HeLA,31.988762320584105,0.021668458867316647,HGNC:6075,Cambridge 2011
168,O15344,HeLA,24.28583890672179,0.02854120803577007,HGNC:7095,Cambridge 2011
169,O15347,HeLA,49.646685399302534,0.01396160035629857,HGNC:5004,Cambridge 2011
170,O15355,HeLA,29.772323744778404,0.02328159489672056,HGNC:9278,Cambridge 2011
171,O15357,HeLA,33.04382851457078,0.020976600222165537,HGNC:6080,Cambridge 2011
172,O15371,HeLA,37.711881133946314,0.018380074388174964,HGNC:3278,Cambridge 2011
173,O15372,HeLA,37.50700795880231,0.018480471204775865,HGNC:3273,Cambridge 2011
174,O15379,HeLA,28.163768626795015,0.024611307873779537,HGNC:4854,Cambridge 2011
175,O15382,HeLA,52.0483842139801,0.013317362124255286,HGNC:977,Cambridge 2011
176,O15397,HeLA,31.22442780672849,0.022198875343700627,HGNC:9853,Cambridge 2011
177,O15400,HeLA,48.496959993609686,0.014292590311872733,HGNC:11442,Cambridge 2011
178,O15405,HeLA,20.943536735717537,0.03309599468832014,HGNC:11972,Cambridge 2011
179,O15427,HeLA,39.68988088297993,0.0174640781262003,HGNC:10924,Cambridge 2011
180,O15438,HeLA,39.94403653877263,0.017352957803529082,HGNC:54,Cambridge 2011
181,O15439,HeLA,45.97210171245549,0.015077561276084684,HGNC:55,Cambridge 2011
182,O15440,HeLA,43.06195144354865,0.01609651112696588,HGNC:56,Cambridge 2011
183,O15460,HeLA,25.299423352384483,0.02739774622154049,HGNC:8547,Cambridge 2011
184,O15498,HeLA,34.18191960808285,0.020278181813874484,HGNC:16959,Cambridge 2011
185,O15511,HeLA,24.8812061642735,0.02785826281827219,HGNC:708,Cambridge 2011
186,O15523,HeLA,21.324125156064902,0.03250530446088682,HGNC:2699,Cambridge 2011
187,O15533,HeLA,22.891794883191114,0.030279284962006468,HGNC:11566,Cambridge 2011
188,O15554,HeLA,24.014727649454706,0.028863420425910363,HGNC:6293,Cambridge 2011
189,O43143,HeLA,47.72409137158033,0.014524051912546502,HGNC:2738,Cambridge 2011
190,O43148,HeLA,32.583833523541,0.021272732689944656,HGNC:10075,Cambridge 2011
191,O43149,HeLA,37.1556037634667,0.01865525278427808,HGNC:29027,Cambridge 2011
192,O43156,HeLA,28.991843973499652,0.023908350955307463,HGNC:29029,Cambridge 2011
193,O43169,HeLA,44.03432798780601,0.015741064125059243,HGNC:24374,Cambridge 2011
194,O43172,HeLA,23.944772164006306,0.0289477459134851,HGNC:17349,Cambridge 2011
195,O43175,HeLA,53.26337698612851,0.013013579306855871,HGNC:8923,Cambridge 2011
196,O43181,HeLA,19.961867301904473,0.034723564187495386,HGNC:7711,Cambridge 2011
197,O43237,HeLA,38.40924621240265,0.018046362501540646,HGNC:2966,Cambridge 2011
198,O43242,HeLA,47.92800508776848,0.014462258115909787,HGNC:9560,Cambridge 2011
199,O43252,HeLA,30.12184822630137,0.023011442569938746,HGNC:8603,Cambridge 2011
200,O43264,HeLA,35.51974846606101,0.019514416922806897,HGNC:13194,Cambridge 2011
201,O43290,HeLA,21.56139806193784,0.03214759908280495,HGNC:10538,Cambridge 2011
202,O43292,HeLA,30.47880431844436,0.02274194136088484,HGNC:4446,Cambridge 2011
203,O43294,HeLA,13.21566835964636,0.05244889336633545,HGNC:11767,Cambridge 2011
204,O43299,HeLA,26.1295383105682,0.02652734129173645,HGNC:22197,Cambridge 2011
205,O43314,HeLA,42.87731629504111,0.0161658247402977,HGNC:29035,Cambridge 2011
206,O43324,HeLA,57.80851815913054,0.011990398692661636,HGNC:3212,Cambridge 2011
207,O43379,HeLA,21.20478655483458,0.03268824134435399,HGNC:24502,Cambridge 2011
208,O43390,HeLA,53.53956057444892,0.012946448815098065,HGNC:5047,Cambridge 2011
209,O43395,HeLA,36.18277338054944,0.01915682839648097,HGNC:17348,Cambridge 2011
210,O43396,HeLA,28.29129524426378,0.02450036926819336,HGNC:12436,Cambridge 2011
211,O43399,HeLA,39.74695303427537,0.017439339600402462,HGNC:12007,Cambridge 2011
212,O43414,HeLA,51.218212703996684,0.013533216876696232,HGNC:17276,Cambridge 2011
213,O43426,HeLA,22.976753043816696,0.03016732517593381,HGNC:11503,Cambridge 2011
214,O43427,HeLA,19.380967017726118,0.03576432382997106,HGNC:3705,Cambridge 2011
215,O43432,HeLA,27.270912636131722,0.02541708778904532,HGNC:3298,Cambridge 2011
216,O43447,HeLA,38.360439061842534,0.01806932343611846,HGNC:14651,Cambridge 2011
217,O43488,HeLA,52.71467567359024,0.0131490362352207,HGNC:389,Cambridge 2011
218,O43491,HeLA,24.617074640574724,0.028157171015660645,HGNC:3379,Cambridge 2011
219,O43493,HeLA,45.62140820308716,0.015193463066162887,HGNC:15450,Cambridge 2011
220,O43570,HeLA,15.61056505604551,0.04440244014687411,HGNC:1371,Cambridge 2011
221,O43583,HeLA,47.13845834274406,0.014704494057062013,HGNC:2769,Cambridge 2011
222,O43592,HeLA,45.54769815310962,0.0152180507175119,HGNC:12826,Cambridge 2011
223,O43598,HeLA,41.15692608566059,0.016841568272549963,HGNC:21218,Cambridge 2011
224,O43615,HeLA,57.7483297745369,0.012002895724710227,HGNC:17316,Cambridge 2011
225,O43617,HeLA,23.67535489640207,0.029277161148924636,HGNC:19942,Cambridge 2011
226,O43633,HeLA,23.064907283448743,0.030052025444617506,HGNC:30216,Cambridge 2011
227,O43660,HeLA,31.420338373015966,0.022060461995381486,HGNC:9089,Cambridge 2011
228,O43663,HeLA,10.073856404238375,0.06880653770966175,HGNC:9341,Cambridge 2011
229,O43674,HeLA,24.89742927763444,0.02784011043190732,HGNC:7700,Cambridge 2011
230,O43676,HeLA,22.536230954508024,0.030757014425311074,HGNC:7698,Cambridge 2011
231,O43678,HeLA,15.811260420114438,0.04383883144939867,HGNC:7685,Cambridge 2011
232,O43681,HeLA,40.944155442105995,0.016929087267169008,HGNC:752,Cambridge 2011
233,O43684,HeLA,19.08787657667798,0.036313477707983974,HGNC:1151,Cambridge 2011
234,O43707,HeLA,83.84847570766172,0.008266664059303925,HGNC:166,Cambridge 2011
235,O43719,HeLA,29.22770404589725,0.02371541669750976,HGNC:5276,Cambridge 2011
236,O43747,HeLA,39.615324130356235,0.017496945835382017,HGNC:555,Cambridge 2011
237,O43765,HeLA,35.84384221310557,0.019337970980870745,HGNC:10819,Cambridge 2011
238,O43768,HeLA,23.562608168213295,0.029417251927782037,HGNC:3360,Cambridge 2011
239,O43772,HeLA,98.96456325337441,0.0070039937304155276,HGNC:1421,Cambridge 2011
240,O43776,HeLA,57.04439859023,0.012151012153516869,HGNC:7643,Cambridge 2011
241,O43805,HeLA,18.937510272460493,0.036601811462404384,HGNC:11321,Cambridge 2011
242,O43808,HeLA,38.24050112570974,0.018125996264571193,HGNC:10987,Cambridge 2011
243,O43809,HeLA,47.012156182538334,0.014743998932288923,HGNC:13870,Cambridge 2011
244,O43813,HeLA,37.75594187642633,0.018358625056384185,HGNC:6508,Cambridge 2011
245,O43815,HeLA,35.80020850688336,0.019361540322500436,HGNC:11424,Cambridge 2011
246,O43819,HeLA,33.800890451787325,0.020506772788978198,HGNC:10604,Cambridge 2011
247,O43823,HeLA,40.36676234119274,0.017171235451118035,HGNC:378,Cambridge 2011
248,O43824,HeLA,28.51128699173535,0.024311325572951858,HGNC:30189,Cambridge 2011
249,O43837,HeLA,42.99390606720611,0.01612198667123776,HGNC:5385,Cambridge 2011
250,O43847,HeLA,26.314732351645528,0.02634065098201924,HGNC:7995,Cambridge 2011
251,O43852,HeLA,45.94212255497904,0.015088281224008107,HGNC:1458,Cambridge 2011
252,O43854,HeLA,15.789005996819288,0.04390062178072391,HGNC:3173,Cambridge 2011
253,O43865,HeLA,29.62846907112248,0.02339463368478678,HGNC:344,Cambridge 2011
254,O43913,HeLA,28.509923848371596,0.024312487968975612,HGNC:8491,Cambridge 2011
255,O43920,HeLA,43.926793708675156,0.015779598783306027,HGNC:7712,Cambridge 2011
256,O60216,HeLA,15.347542427294595,0.045163398885754415,HGNC:9811,Cambridge 2011
257,O60231,HeLA,33.34680377056461,0.02078601551527975,HGNC:2739,Cambridge 2011
258,O60232,HeLA,29.58790798835283,0.0234267046130061,HGNC:11328,Cambridge 2011
259,O60244,HeLA,37.709131503765185,0.018381414604861316,HGNC:2370,Cambridge 2011
260,O60256,HeLA,40.205372905372,0.017240162955119143,HGNC:9467,Cambridge 2011
261,O60264,HeLA,21.571093609596453,0.03213314971901012,HGNC:11101,Cambridge 2011
262,O60271,HeLA,30.75865852235736,0.02253502635871202,HGNC:14524,Cambridge 2011
263,O60294,HeLA,27.574022075288337,0.025137688606593937,HGNC:17558,Cambridge 2011
264,O60306,HeLA,27.669452643250597,0.025050989967053957,HGNC:29513,Cambridge 2011
265,O60318,HeLA,35.10560340587372,0.019744630865509375,HGNC:6946,Cambridge 2011
266,O60331,HeLA,19.038586273637634,0.036407492163414094,HGNC:8996,Cambridge 2011
267,O60333,HeLA,45.74343001085935,0.015152934102129952,HGNC:16636,Cambridge 2011
268,O60341,HeLA,22.88342217348297,0.030290363709810666,HGNC:29079,Cambridge 2011
269,O60343,HeLA,24.889791356396938,0.027848653716488436,HGNC:19165,Cambridge 2011
270,O60427,HeLA,10.698507865724102,0.06478914529573339,HGNC:3574,Cambridge 2011
271,O60437,HeLA,25.70561456632237,0.026964816529539675,HGNC:9273,Cambridge 2011
272,O60443,HeLA,61.87818937625886,0.011201801273550012,HGNC:2810,Cambridge 2011
273,O60476,HeLA,30.53068172886005,0.022703298495451774,HGNC:6822,Cambridge 2011
274,O60488,HeLA,15.474387638571654,0.04479318967247517,HGNC:3571,Cambridge 2011
275,O60493,HeLA,16.137113830696364,0.042953602969660276,HGNC:11174,Cambridge 2011
276,O60499,HeLA,22.50709668659745,0.03079682778333206,HGNC:11428,Cambridge 2011
277,O60502,HeLA,22.98290938944607,0.03015924436782768,HGNC:7056,Cambridge 2011
278,O60504,HeLA,25.503937382990436,0.02717804588958221,HGNC:30907,Cambridge 2011
279,O60506,HeLA,58.62756114579354,0.011822889559336169,HGNC:16918,Cambridge 2011
280,O60508,HeLA,28.219378026062202,0.024562808575007727,HGNC:17350,Cambridge 2011
281,O60518,HeLA,36.81733556615609,0.018826652442419347,HGNC:9851,Cambridge 2011
282,O60524,HeLA,29.416728781697717,0.023563027204819675,HGNC:10663,Cambridge 2011
283,O60547,HeLA,37.897228058443446,0.018290181527023667,HGNC:4369,Cambridge 2011
284,O60551,HeLA,58.83060678587619,0.011782084503781681,HGNC:7858,Cambridge 2011
285,O60566,HeLA,13.495452624431023,0.05136153635226213,HGNC:1149,Cambridge 2011
286,O60568,HeLA,36.307532409375725,0.019091002185016387,HGNC:9083,Cambridge 2011
287,O60573,HeLA,25.551916161474765,0.027127013730775303,HGNC:3293,Cambridge 2011
288,O60583,HeLA,19.56773998444487,0.03542295539040042,HGNC:1600,Cambridge 2011
289,O60610,HeLA,32.73795804671448,0.021172584422366202,HGNC:2876,Cambridge 2011
290,O60645,HeLA,30.475569427233914,0.022744355350437766,HGNC:30378,Cambridge 2011
291,O60664,HeLA,42.86232739747846,0.016171477907210477,HGNC:16893,Cambridge 2011
292,O60671,HeLA,22.34084274081237,0.03102600866948051,HGNC:9806,Cambridge 2011
293,O60678,HeLA,25.165806371500977,0.02754321361007132,HGNC:30163,Cambridge 2011
294,O60684,HeLA,26.466297683912074,0.026189805194448672,HGNC:6399,Cambridge 2011
295,O60701,HeLA,57.94446824695292,0.011962266658584709,HGNC:12525,Cambridge 2011
296,O60716,HeLA,62.74489181125496,0.011047069499219552,HGNC:2515,Cambridge 2011
297,O60749,HeLA,41.51404980330517,0.016696689044891976,HGNC:11173,Cambridge 2011
298,O60762,HeLA,40.69097229809801,0.017034421676680962,HGNC:3005,Cambridge 2011
299,O60763,HeLA,53.2197419058223,0.013024249192837858,HGNC:30904,Cambridge 2011
300,O60783,HeLA,29.53852605665325,0.023465868920829955,HGNC:14049,Cambridge 2011
301,O60784,HeLA,29.891780738909357,0.02318855429237421,HGNC:11982,Cambridge 2011
302,O60812,HeLA,47.00749361378354,0.014745461356754844,HGNC:29295,Cambridge 2011
303,O60814,HeLA,471.65417349414645,0.001469608920079974,HGNC:13954,Cambridge 2011
304,O60825,HeLA,41.44825079478358,0.016723195002650883,HGNC:8873,Cambridge 2011
305,O60826,HeLA,44.53223820388107,0.01556506496229817,HGNC:28909,Cambridge 2011
306,O60832,HeLA,20.47936481765349,0.03384612690538346,HGNC:2890,Cambridge 2011
307,O60841,HeLA,39.25059515193947,0.01765953300521343,HGNC:30793,Cambridge 2011
308,O60869,HeLA,22.423187413163618,0.030912071856163972,HGNC:3164,Cambridge 2011
